URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?http://open.umich.edu/education/,Find U-M Open Educational Resources | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/engin/eheld/fast-start,Fast Start - Course for High School Students | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Agriculture;botany;bridge materials;capacity building;computer skills;development;economic development;eheld;engineering;english;foundational skills;labs;life skills;mathematics;physics;usaid,education;opencourseware;ocw;,Fast Start - Course for High School Students,N/A,N/A,N/A,N/A,N/A,Fast Start is a two-week intensive program for high school students in Liberia designed to spark interest in careers in engineering in agriculture. The course; which includes five regional camps of 80 students each; is modeled after the M-STEM program at University of Michigan.,N/A,?
http://open.umich.edu/education/si/si-523/fall2008,SI 523 - Information and Control | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;control;information;information and control,education;opencourseware;ocw;,SI 523 - Information and Control ,University of Michigan; Ann Arbor,Free,N/A,No, Nicholas Berente,This course provides background in the nature of information and control and the relationship between the two; as well as practical instruction for people who are working or who plan to work as professionals.,N/A,?
http://open.umich.edu/education/med/med-mep/multicultural-education-faculty/2010,Multicultural Education for Faculty: Scenes from the Movie  Crash  | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;communication skills;cultural diversity;diversity;ethnicity;faculty development;multicultural education,education;opencourseware;ocw;,Multicultural Education for Faculty: Scenes from the Movie  Crash ,University of Michigan; Ann Arbor,Free, Faculty Development Workshop,No, Monica Lypson,(MedEd Portal) This workshop is designed to last approximately 1.5 hours and will assist faculty in facilitating discussions on race; gender; sexual orientation and socioeconomic diversity.,N/A,?
http://open.umich.edu/education/fordschool/pubpol580/fall2009,PubPol 580 - Values; Ethics; and Public Policy | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;american politics;ethics;politics;public policy;values,education;opencourseware;ocw;,PubPol 580 - Values; Ethics; and Public Policy,University of Michigan; Ann Arbor,Free, Meets twice a week for 1.5 hours,No, John Chamberlin; PhD,This course seeks to make students sensitive to and articulate about the ways in which moral and political values come into play in the American policy process; particularly as they affect non-elected public officials who work in a world shaped by politics., Graduate,?
http://open.umich.edu/education/med/m1/musculo1/fall2008,Musculoskeletal | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;anatomy;gross anatomy;muscle metabolism;muscle physiology;musculoskeletal;musculoskeletal system,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/umflint,UM-Flint | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/sph/resources/student-handbook-global-engagement/2011,Student Handbook for Global Engagement | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;cultural competency;global engagement;global health;graduate research;immersion experience;independent research;international study;open textbooks;research elective;study abroad,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/rackham/wallenberg-medal,Wallenberg Medal and Lecture Series | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;activism;humanitarian;justice;nonviolence;rackham;Wallenberg Medal,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/mlibrary/digital-rhetoric-collaborative,Digital Rhetoric Collaborative | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;digital media;publishing;rhetoric;writing,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/engin/eheld/summer-start,Summer Start - Course for First and Second Year College Students | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Agriculture;botany;engineering;english;foundational skills;labs;life skills;math;physics,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/pancreapedia/2012,Pancreapedia | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;digestive system;endocrine system;mpublishing;pancreapedia;pancreas,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/nursing/n420/fall2010,N 420 - Perspectives in Global Health | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;global health;health inequities;human rights;nursing;women s studies,education;opencourseware;ocw;,N 420 - Perspectives in Global Health,University of Michigan; Ann Arbor,Free, 2-hour lecture; once a week,No, Jody Lori,This course introduces the student to global health concepts and the network of organizations working to advance health care internationally.  Emphasis for this course is on the global burden of disease and determinates of health. It will provide the student with a broad introduction to programs; systems and policies affecting global health., Undergraduate,?
http://open.umich.edu/education/lsa/cmplxsys200/winter2012,Complex Systems 200 / Coursera - Model Thinking | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;business;economics;finance;information;models;networks;society;systems,education;opencourseware;ocw;,Complex Systems 200 / Coursera - Model Thinking,University of Michigan; Ann Arbor,Free,N/A,No, Scott E. Page,We live in a complex world with diverse people; firms; and governments whose behaviors aggregate to produce novel; unexpected phenomena. We see political uprisings; market crashes; and a never ending array of social trends. How do we make sense of it? Models., Undergraduate,?
